Путь,Пакет,Версия,Описание пакета,Последнее изменение,Есть файлы без доступа на чтение,Последний запуск,Запусков в 2023,Запусков в 2024,Запусков в 2025,ПО для рассмотрения?,Модули,Тип,Владелец,Группа,Версия в Octoshell,Коммерческий(Octoshell)
/opt/intel/composer_xe_2015,,,,2016-02-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/composer_xe_2015.3.187,,,,2016-02-25,да,,,,,,intel/ intel/15.0.3 intel/2017.1 intel/2019.4 intel/2019.5 mkl/2015.3.187-ilp64 mkl/2015.3.187-lp64 vasp/test,directory,root,root,,
/opt/intel/composerxe,,,,2018-02-07,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/conda_channel,,,,2020-10-01,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/daal,,,,2021-03-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/debugger_2017,,,,2016-10-20,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/debugger_2018,,,,2018-03-15,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/debugger_2019,,,,2019-08-19,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/documentation_2017,,,,2016-10-20,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/documentation_2018,,,,2018-03-15,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/documentation_2019,,,,2019-08-21,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/documentation_2020,,,,2021-03-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/ics,,,,2016-02-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/icsxe,,,,2017-06-13,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/ide_support_2017,,,,2016-10-20,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/ide_support_2018,,,,2018-03-15,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/ide_support_2019,,,,2019-08-19,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/imb,,,,2021-03-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/imb_4.0.3,,,,2016-02-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/imb_latest,,,,2016-02-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/impi_5.0.3,,,,2016-02-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/impi_latest,,,,2016-02-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/include,,,,2019-10-17,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/inspector,,,,2019-10-17,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/inspector_2017.1.1.484836,,,,2018-07-27,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/inspector_2018,,,,2018-07-27,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/inspector_2018.2.0.551023,,,,2018-07-27,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/inspector_2019,,,,2019-10-17,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/inspector_2019.4.0.597413,,,,2019-08-01,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/inspector_2019.5.0.602103,,,,2019-10-17,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/inspector_xe,,,,2018-02-07,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/inspector_xe_2013,,,,2017-06-13,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/inspector_xe_2015,,,,2016-02-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/inspector_xe_2015.1.2.379161,,,,2016-02-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/intel,,,,2024-11-19,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/intel_sdp_products.db,,,,2019-10-17,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/intel_sdp_products.tgz.db,,,,2018-07-27,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,regular empty file,root,root,,
/opt/intel/intelpython2,,,,2019-10-17,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/intelpython3,,,,2019-10-17,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/ipp,,,,2021-03-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/ism,,,,2018-07-27,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/itac,,,,2019-08-20,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/itac_2017,,,,2018-03-21,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/itac_2018,,,,2018-07-27,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/itac_2019,,,,2019-10-17,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/itac_9.0.3,,,,2016-02-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/itac_latest,,,,2019-10-17,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/lib,,,,2019-10-17,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/licenses,,,,2020-01-10,да,,,,,,intel/14.0.3 intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/logs_10_2019_10_18_09.34.54.tar,,,,2019-10-18,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,regular file,root,root,,
/opt/intel/lom2-2018-01.csv,,,,2018-02-12,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,regular file,root,root,,
/opt/intel/man,,,,2019-10-17,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/mkl,,,,2021-03-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5 magma/ magma/1.7.0,symbolic link,root,root,,
/opt/intel/mpirt,,,,2021-03-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/oneapi_2024,,,,2024-07-03,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/packagemanager,,,,2024-07-02,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/parallel_studio_xe_2015,,,,2016-02-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/parallel_studio_xe_2017.1.043,,,,2018-03-21,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/parallel_studio_xe_2018,,,,2018-07-27,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/parallel_studio_xe_2018.2.046,,,,2018-07-27,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/parallel_studio_xe_2019,,,,2019-10-17,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/parallel_studio_xe_2019.2.057,,,,2019-02-11,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/parallel_studio_xe_2019.4.070,,,,2019-08-01,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/parallel_studio_xe_2019.5.075,,,,2019-10-17,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/parallel_studio_xe_2020,,,,2021-03-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/parallel_studio_xe_2020.4.912,,,,2021-03-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/performance_snapshot,,,,2018-07-27,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/performance_snapshots,,,,2018-07-27,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/performance_snapshots_2018.2.0.551022,,,,2018-07-27,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/performance_snapshots_2019.4.0.597835,,,,2019-08-01,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/performance_snapshots_2019.6.0.602217,,,,2019-10-17,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/pstl,,,,2021-03-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/samples_2017,,,,2018-03-21,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/samples_2018,,,,2018-03-15,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/samples_2019,,,,2019-08-21,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/tbb,,,,2021-03-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/uninstall,,,,2021-03-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/vtune_amplifier,,,,2019-10-17,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/vtune_amplifier_2018,,,,2018-07-27,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/vtune_amplifier_2018.2.0.551022,,,,2018-07-27,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/vtune_amplifier_2019,,,,2019-10-17,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/vtune_amplifier_2019.4.0.597835,,,,2019-05-14,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/vtune_amplifier_xe_2013,,,,2017-06-13,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/vtune_amplifier_xe_2015,,,,2016-02-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,symbolic link,root,root,,
/opt/intel/vtune_amplifier_xe_2015.3.0.403110,,,,2016-02-25,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/intel/vtune_amplifier_xe_2017.1.0.486011,,,,2018-07-27,да,,,,,,intel/2017.1 intel/2019.4 intel/2019.5,directory,root,root,,
/opt/knem-1.1.1.90mlnx,,,,2016-02-25,нет,,,,,,,directory,root,root,,
/opt/knem-1.1.2.90mlnx2,,,,2017-06-27,нет,,,,,,,directory,root,root,,
/opt/knem-1.1.3.90mlnx1,,,,2024-12-03,нет,,,,,,,directory,root,root,,
/opt/libpapi.so,,,,2017-02-13,нет,,,,,,,symbolic link,root,root,,
/opt/libpapi.so.5,,,,2017-02-13,нет,,,,,,,symbolic link,root,root,,
/opt/libpapi.so.5.2,,,,2017-02-13,нет,,,,,,,symbolic link,root,root,,
/opt/libpapi.so.5.2.0.0,,,,2017-02-13,нет,,,,,,,regular file,root,root,,
/opt/libpfm.so,,,,2017-02-14,нет,,,,,,,regular file,root,root,,
/opt/libpfm.so.4,,,,2017-02-14,нет,,,,,,,regular file,root,root,,
/opt/libpfm.so.4.4.0,,,,2017-02-14,нет,,,,,,,regular file,root,root,,
/opt/libtool,,,,2016-02-25,нет,,,,,,,directory,root,root,,
/opt/make/4.1,,,,2016-02-25,нет,,,,,,make/ make/4.1,directory,root,root,,
/opt/make/4.4,,,,2024-02-29,нет,,,,,,,directory,practice,practice,,
/opt/make/make,,,,2024-11-19,да,,,,,,,directory,root,root,,
/opt/mellanox-sdk,,,,2016-02-25,нет,,,,,,,directory,root,root,,
/opt/mellanox/bupc,,,,2016-02-25,нет,,,,,,,directory,root,root,,
/opt/mellanox/ethtool,,,,2016-02-25,нет,,,,,,,directory,root,root,,
/opt/mellanox/fabric_collector,,,,2016-02-25,нет,,,,,,,directory,root,root,,
/opt/mellanox/fca,,,,2016-02-25,нет,,,,,,,directory,root,root,,
/opt/mellanox/hcoll,,,,2024-12-03,нет,,,,,,,directory,root,root,,
/opt/mellanox/hpcx,,,,2016-02-25,нет,,,,,,,directory,root,root,,
/opt/mellanox/iproute2,,,,2024-12-03,нет,,,,,,,directory,root,root,,
/opt/mellanox/libibprof,,,,2017-07-07,нет,,,,,,,directory,root,root,,
/opt/mellanox/mellanox,,,,2024-11-19,да,,,,,,,directory,root,root,,
/opt/mellanox/mlnx-fw-updater,,,,2024-12-03,нет,,,,,,,directory,root,root,,
/opt/mellanox/mxm,,,,2024-12-03,нет,,,,,,-----,directory,root,root,,
/opt/mellanox/sharp,,,,2024-12-03,нет,,,,,,,directory,root,root,,
/opt/modulefiles,,,,2017-09-14,нет,,,,,,,directory,root,root,,
/opt/modulefiles7,,,,2025-04-10,нет,,,,,,,directory,root,root,,
/opt/mpi/archive,,,,2016-12-14,нет,,,,,,,directory,root,root,,
/opt/mpi/mpi,,,,2024-11-19,да,,,,,,,directory,root,root,,
/opt/mpi/mpich-4.2.1,,,,2024-05-18,да,,,,,,,directory,markzaborodskiy_2338,root,,
/opt/mpi/mpich-4.3.2-gcc9,,,,2021-09-20,да,,,,,,mpich/ mpich/3.4.2-gcc9,directory,root,root,,
/opt/mpi/mvapich2-2.0.1,,,,2016-02-25,нет,,,,,,,directory,root,root,,
/opt/mpi/mvapich2-2.1a,,,,2016-02-25,нет,,,,,,,directory,root,root,,
/opt/mpi/mvapich2-2.1rc1-icc,,,,2016-02-25,нет,,,,,,,directory,root,root,,
/opt/mpi/mvapich2-2.3.4-icc,,,,2020-06-05,нет,,,,,,mvapich/2.3.4-icc,directory,root,root,,
/opt/mpi/mvapich2-2.3.4-icc2019,,,,2020-06-26,нет,,,,,,mvapich/ mvapich/2.3.4-icc2019,directory,root,root,,
/opt/mpi/openmpi-1.10.0-centos7-icc-woslurm,,,,2016-02-25,нет,,,,,,,directory,aln,root,,
/opt/mpi/openmpi-1.10.7-icc,,,,2017-07-05,нет,,,,,,openmpi/1.10.7-icc-mxm openmpi/1.10.7-icc,directory,root,root,,
/opt/mpi/openmpi-1.10.7-icc-th,,,,2018-03-09,нет,,,,,,,directory,root,root,,
/opt/mpi/openmpi-1.10.7-woslurm,,,,2017-07-05,нет,,,,,,,directory,root,root,,
/opt/mpi/openmpi-1.6.5-centos7-gcc-woslurm,,,,2016-02-25,нет,,,,,,,directory,aln,root,,
/opt/mpi/openmpi-1.8.4-centos7-icc,,,,2016-02-25,нет,,,,,,,directory,aln,root,,
/opt/mpi/openmpi-1.8.4-gcc,,,,2017-07-05,нет,,,,,,openmpi/1.8.4-gcc,directory,root,root,,
/opt/mpi/openmpi-1.8.4-gcc-centos7,,,,2016-05-16,нет,,,,,,,directory,root,root,,
/opt/mpi/openmpi-1.8.4-icc,,,,2017-07-05,нет,,,,,,openmpi/1.8.4-icc-mxm openmpi/1.8.4-icc,directory,root,root,,
/opt/mpi/openmpi-1.8.4-icc-centos7-woslurm,,,,2016-02-25,нет,,,,,,openmpi/1.8.4-icc-woslurm,directory,aln,root,,
/opt/mpi/openmpi-2.0.1-icc,,,,2016-11-11,нет,,,,,,,directory,root,root,,
/opt/mpi/openmpi-2.0.1-icc-woslurm,,,,2016-11-11,нет,,,,,,,directory,root,root,,
/opt/mpi/openmpi-2.1.1-icc,,,,2017-07-17,нет,,,,,,openmpi/2.1.1-icc-mxm openmpi/2.1.1-icc,directory,root,root,,
/opt/mpi/openmpi-2.1.1-woslurm,,,,2017-07-04,нет,,,,,,,directory,root,root,,
/opt/mpi/openmpi-2.1.1-woslurm-womlx,,,,2017-07-05,нет,,,,,,,directory,root,root,,
/opt/mpi/openmpi-3.0.0-icc-not-working,,,,2017-10-27,нет,,,,,,,directory,root,root,,
/opt/mpi/openmpi-4.0.0-icc,,,,2019-03-26,нет,,,,,,openmpi/4.0.0-icc,directory,practice,practice,,
/opt/mpi/openmpi-4.0.1-icc,,,,2019-11-28,нет,,,,,,openmpi/ openmpi/4.0.1-icc,directory,practice,practice,,
/opt/mpi/openmpi-4.0.1-icc2019,,,,2019-11-29,нет,,,,,,openmpi/4.0.1-icc2019,directory,root,root,,
/opt/mpi/openmpi-4.0.2-gcc,,,,2019-11-10,нет,,,,,,openmpi/4.0.2-gcc,directory,practice,practice,,
/opt/mpi/openmpi-4.0.5-gcc,,,,2020-10-06,нет,,,,,,openmpi/4.0.5-gcc,directory,practice,practice,,
/opt/mpi/openmpi-4.1.0-gcc,,,,2021-04-28,нет,,,,,,openmpi/4.1.0-gcc,directory,root,root,,
/opt/mpi/openmpi-4.1.0-gcc8,,,,2021-04-29,нет,,,,,,openmpi/4.1.0-gcc8,directory,root,root,,
/opt/mpi/openmpi-4.1.0-gcc9,,,,2021-04-28,нет,,,,,,openmpi/4.1.0-gcc9,directory,root,root,,
/opt/mpi/openmpi-4.1.0-icc,,,,2021-03-18,нет,,,,,,openmpi/4.1.0-icc,directory,root,root,,
/opt/mpi/openmpi-4.1.1-gcc8,,,,2021-11-18,нет,,,,,,openmpi/4.1.1-gcc,directory,root,root,,
/opt/mpi/openmpi-4.1.1-icc,,,,2021-11-18,нет,,,,,,openmpi/4.1.1-icc,directory,root,root,,
/opt/mpi/openmpi-5.0.5,,,,2024-08-28,нет,,,,,,openmpi/5.0.5-gcc,directory,practice,root,,
/opt/mpi/wrappers,,,,2025-05-20,нет,,,,,,-----,directory,root,root,,
/opt/nec/aur_license,,,,2021-02-09,нет,,,,,,,directory,root,root,,
/opt/nec/nec,,,,2024-11-19,да,,,,,,,directory,root,root,,
/opt/nec/prepare-upgrade.sh,,,,2021-08-25,нет,,,,,,,regular file,root,root,,
/opt/nec/set_numa_mode.sh,,,,2021-08-02,нет,,,,,,,regular file,root,root,,
/opt/nec/ve,,,,2021-08-23,да,,,,,,nec/ nec/2.13.0 nec/2.18.0,directory,root,root,,
/opt/neohost,,,,2024-12-03,нет,,,,,,,directory,root,root,,
/opt/nmon,,,,2023-09-20,нет,,,,,,,directory,root,root,,
/opt/nmon_old,,,,2019-11-08,нет,,,,,,,directory,root,root,,
/opt/nodetest,,,,2022-07-22,нет,,,,,,,directory,root,root,,
/opt/octo,,,,2025-01-11,да,,,,,,,directory,root,root,,
/opt/opt,,,,2024-11-12,нет,,,,,,,directory,root,root,,
/opt/osu,,,,2016-08-12,нет,,,,,,,directory,root,root,,
/opt/papi_avail,,,,2021-03-11,нет,,,,,,,regular empty file,root,root,,
/opt/paradigm.mount,,,,2019-06-26,нет,,,,,,,regular file,root,root,,
/opt/paradigm.umount,,,,2019-06-26,нет,,,,,,,regular file,root,root,,
/opt/pgi,,,,2019-09-20,да,,,,,,modulefiles7/pgi/ modulefiles7/pgi/17.4 modulefiles7/pgi/18.4 modulefiles7/pgi/19.4 modulefiles7/pgi/2017 pgi/ pgi/17.4 pgi/18.4 pgi/19.4 pgi/2017,directory,root,root,,
/opt/phoronix-test-suite,,,,2016-06-29,да,,,,,,,directory,root,root,,
/opt/pwnam,,,,2016-09-07,нет,,,,,,,regular file,root,root,,
/opt/qwe,,,,2021-09-03,нет,,,,,,,regular empty file,root,root,,
/opt/r.tgz,,,,2016-09-23,нет,,,,,,,regular file,root,root,,
/opt/rh/devtoolset-7,,,,2021-05-12,да,,,,,,,directory,root,root,,
/opt/rh/devtoolset-8,,,,2021-04-27,да,,,,,,gcc/8.0,directory,root,root,,
/opt/rh/devtoolset-9,,,,2021-01-28,да,,,,,,devtools/ devtools/9,directory,root,root,,
/opt/rh/rh,,,,2024-11-19,да,,,,,,,directory,root,root,,
/opt/rh/rh-ruby27,,,,2021-05-11,да,,,,,,,directory,root,root,,
/opt/schrodinger,,,,2018-02-12,нет,,,,,,,directory,root,root,,
/opt/setup_cgf.sh,,,,2016-09-22,нет,,,,,,,regular file,render,render,,
/opt/sin_cont,,,,2025-04-09,нет,,,,,,,directory,root,root,,
/opt/slurm.old,,,,2016-02-25,нет,,,,,,,directory,aln,root,,
/opt/slurm/14.11.5,,,,2016-02-25,нет,,,,,,,directory,root,root,,
/opt/slurm/14.11.5m,,,,2016-02-25,нет,,,,,,,directory,root,root,,
/opt/slurm/current,,,,2016-02-25,нет,,,,,,slurm/ slurm/15.08.1,symbolic link,root,root,,
/opt/slurm/etc,,,,2024-07-29,нет,,,,,,,directory,root,root,,
/opt/slurm/etc-15.08.1,,,,2024-02-19,нет,,,,,,,directory,aln,root,,
/opt/slurm/scripts,,,,2025-05-22,нет,,,,,,,directory,root,root,,
/opt/so,,,,2018-09-28,нет,,,,,,,directory,root,root,,
/opt/soft,,,,2020-02-14,да,,,,,,,directory,root,root,,
/opt/software/CubeBundle,,,,2021-11-09,да,,,,,,,directory,UNKNOWN,root,,
/opt/software/FV,,,,2018-06-13,да,,,,,,FlowVision/ FlowVision/3.10.02,directory,practice,root,,
/opt/software/Gmsh,,,,2020-06-05,да,,,,,,,directory,strijhak_1907,root,,
/opt/software/MATLAB/R2017b,,,,2018-04-17,да,,,,,,matlab/R2017b,directory,root,root,,
/opt/software/MATLAB/R2018b,,,,2018-09-26,да,,,,,,matlab/R2018b,directory,root,root,,
/opt/software/MATLAB/R2019a,,,,2019-04-12,да,,,,,,,directory,practice,practice,,
/opt/software/MATLAB/R2019b,,,,2020-01-03,да,,,,,,,directory,root,root,,
/opt/software/MATLAB/Runtime_R2021b,,,,2022-01-17,да,,,,,,matlab/ matlab/2021b-runtime,directory,root,root,,
/opt/software/Nek5000,,,,2020-12-18,да,,,,,,,directory,UNKNOWN,root,,
/opt/software/OpenFOAM,,,,2020-10-08,да,,,,,,,directory,UNKNOWN,root,,
/opt/software/OpenFoam-4.1,,,,2017-11-03,да,,,,,,,directory,strijhak_1907,root,,
/opt/software/PDGM,,,,2019-07-25,да,,,,,,,directory,maxtt2007_2097,root,,
/opt/software/R,,,,2020-04-21,да,,,,,,R/ R/3.6.3,directory,root,root,,
/opt/software/VASP-5.4.4.1.old,,,,2017-10-26,да,,,,,,,directory,ilyaternovoy_1940,vasp,,
/opt/software/WRF,,,,2021-08-12,да,,,,,,,directory,root,root,,
/opt/software/amber14-gpu,,,,2018-02-15,да,,,,,,,directory,abs,root,,
/opt/software/amber22,,,,2024-01-11,да,,,,,,,directory,practice,practice,,
/opt/software/amber22-cpu,,,,2023-12-13,да,,,,,,,directory,practice,practice,,
/opt/software/bazel,,,,2018-10-25,да,,,,,,bazel/ bazel/0.16.1,directory,practice,root,,
/opt/software/biovia,,,,2019-06-27,да,,,,,,,directory,root,biovia,,
/opt/software/charliecloud,,,,2021-06-30,да,,,,,,,directory,root,root,,
/opt/software/clang-6.0,,,,2017-12-27,да,,,,,,clang/6.0,directory,practice,root,,
/opt/software/clang-7.0,,,,2018-12-14,да,,,,,,clang/ clang/7.0,directory,practice,practice,,
/opt/software/cmake-3.19.8,,,,2021-04-10,да,,,,,,cmake/3.19.8,directory,root,root,,
/opt/software/containers,,,,2021-01-27,да,,,,,,,directory,root,root,,
/opt/software/cryosparc,,,,2020-07-30,да,,,,,,,directory,kmb_271,root,,
/opt/software/cryospark,,,,2020-07-23,да,,,,,,,directory,root,root,,
/opt/software/cudatoolkit,,,,2018-11-05,да,,,,,,cudatoolkit/ cudatoolkit/8.0,directory,practice,root,,
/opt/software/easybuild,,,,2020-07-07,да,,,,,,,directory,serg,root,,
/opt/software/elpa-2019-05-001-omp,,,,2020-06-18,да,,,,,,,directory,root,root,,
/opt/software/elpa-2019.05.001,,,,2020-06-19,да,,,,,,cp2k/7.1.bak,directory,root,root,,
/opt/software/espresso-6.3,,,,2019-02-05,да,,,,,,,directory,root,root,,
/opt/software/extralibs,,,,2020-06-24,да,,,,,,extralibs/ extralibs/1.0,directory,root,root,,
/opt/software/firefly,,,,2024-03-20,да,,,,,,,directory,root,project_491,,
/opt/software/gcc-5.5,,,,2017-12-27,да,,,,,,gcc/5.5.0,directory,practice,root,,
/opt/software/gcc-9.1,,,,2019-05-31,да,,,,,,gcc/9.1,directory,practice,practice,,
/opt/software/gmp-6.2.1,,,,2021-04-13,да,,,,,,,directory,root,root,,
/opt/software/gmsh,,,,2020-06-05,да,,,,,,gmsh/ gmsh/4.5.6,directory,root,root,,
/opt/software/gsl,,,,2020-04-16,да,,,,,,gsl/ gsl/2.6,directory,root,root,,
/opt/software/gulp,,,,2017-09-08,да,,,,,,,directory,ilyaternovoy_1940,project_1940,,
/opt/software/hdf5/1.12.0,,,,2020-04-16,да,,,,,,hdf5/1.12.0,directory,root,root,,
/opt/software/hdf5/1.12.0-gcc9,,,,2021-09-20,да,,,,,,hdf5/1.12.0-gcc9,directory,root,root,,
/opt/software/hdf5/1.12.0-openmpi-gcc9,,,,2021-09-20,да,,,,,,hdf5/1.12.0-gcc9-openmpi,directory,root,root,,
/opt/software/hdf5/1.12.0-openmpi4,,,,2020-06-18,да,,,,,,hdf5/1.12.0-openmpi4,directory,root,root,,
/opt/software/hdf5/1.12.1-openmpi-gcc9,,,,2021-09-25,да,,,,,,hdf5/1.12.1-gcc9-openmpi,directory,root,root,,
/opt/software/hdf5/1.12.1-openmpi4-gxx9,,,,2022-07-27,да,,,,,,hdf5/ hdf5/1.12.1-openmpi4-gxx9,directory,root,root,,
/opt/software/hdf5/1.12.1-oprnmpi4-gcc9,,,,2022-07-27,да,,,,,,,directory,root,root,,
/opt/software/hpas,,,,2022-05-19,да,,,,,,,directory,yakashindanil_2255,root,,
/opt/software/keras,,,,2018-10-24,да,,,,,,,directory,practice,root,,
/opt/software/kokkos,,,,2022-02-10,да,,,,,,,directory,root,root,,
/opt/software/kokkos-kernels,,,,2022-02-10,да,,,,,,,directory,root,root,,
/opt/software/lammps/2020Mar3-gpu,,,,2020-10-07,да,,,,,,lammps/20Mar3-v100,directory,root,root,,
/opt/software/lammps/2021May27,,,,2021-06-23,да,,,,,,,directory,root,root,,
/opt/software/lammps/lammps-22Feb18,,,,2018-02-22,да,,,,,,,directory,practice,practice,,
/opt/software/lammps/lammps.tar.gz,,,,2018-03-30,да,,,,,,,regular file,practice,practice,,
/opt/software/molpro,,,,2018-01-31,да,,,,,,molpro/ molpro/2015.1.29,directory,practice,root,,
/opt/software/mpip,,,,2021-10-14,да,,,,,,,directory,vadim,root,,
